x1,x2,xdot1,xdot2
-1.2,-0.8,0.5359632297321509,0.8
-1.1865949103485558,-0.7801990420774934,0.533773974259779,0.7801990420774934
-1.1732439236183254,-0.760888171906193,0.5316441089670545,0.760888171906193
-1.1599457209294033,-0.74205527337032,0.5295604172507261,0.74205527337032
-1.1466992883980254,-0.7236885216549628,0.5275104281291385,0.7236885216549628
-1.1335039150879738,-0.7057763744161495,0.5254824403370697,0.7057763744161495
-1.1203591930105765,-0.6883075717808476,0.5234655384752249,0.6883075717808476
-1.1072650057659257,-0.6712711345071892,0.5214495942057213,0.6712711345071892
-1.0942214438978992,-0.6546563623846945,0.5194251896239767,0.6546563623846945
-1.0812288223715265,-0.6384528314976013,0.5173836394312292,0.6384528314976013
-1.0682876573327618,-0.6226503650938685,0.5153169870141304,0.6226503650938685
-1.0553986603675323,-0.6072390312198063,0.5132179976160525,0.6072390312198063
-1.0425627385017389,-0.5922091427200766,0.5110801523360198,0.5922091427200766
-1.0297809655093735,-0.5775512535819735,0.5088976130474094,0.5775512535819735
-1.0170545173503795,-0.5632561625773607,0.5066651435705063,0.5632561625773607
-1.0043846955721392,-0.5493148987189591,0.5043781298122008,0.5493148987189591
-0.9917729058172,-0.535718703499636,0.5020325562736394,0.535718703499636
-0.979220657373278,-0.5224590307408595,0.4996249892517698,0.5224590307408595
-0.9667295623950073,-0.5095275463833318,0.4971525581326783,0.5095275463833318
-0.95430128760009,-0.49691612412367503,0.4946128910883366,0.49691612412367503
-0.9419375323424859,-0.48461685129997906,0.492004068107259,0.48461685129997906
-0.9296400384266882,-0.4726220063878839,0.4893246274675506,0.4726220063878839
-0.917410580992797,-0.4609240519678808,0.48657354116333157,0.4609240519678808
-0.9052509685165205,-0.44951563472531164,0.48375019346625386,0.44951563472531164
-0.8931630380458304,-0.438389584362431,0.4808543552507581,0.438389584362431
-0.8811486045132703,-0.42753891191272864,0.4778861127384948,0.42753891191272864
-0.8692094676951919,-0.4169568101127936,0.4748458521671726,0.4169568101127936
-0.8573474152320076,-0.4066366332868019,0.4717342580186451,0.4066366332868019
-0.8455642199797173,-0.3965718952857915,0.4685522910756051,0.3965718952857915
-0.833861640009908,-0.38675626948766256,0.4653011676446369,0.38675626948766256
-0.8222414088279029,-0.3771835867478076,0.4619823310889973,0.3771835867478076
-0.8107051956295505,-0.367847836869886,0.45859739077807715,0.367847836869886
-0.7992546251720424,-0.3587431621261768,0.4551481280634132,0.3587431621261768
-0.7878912789937398,-0.34986384322809827,0.45163649102374637,0.34986384322809827
-0.7766166949935257,-0.3412042989890036,0.4480645763284507,0.3412042989890036
-0.7654323674308051,-0.3327590863241811,0.44443461176541654,0.3327590863241811
-0.7543397335118172,-0.32452289743415036,0.44074892846428576,0.32452289743415036
-0.743340149520611,-0.31649056366596195,0.4370099172844615,0.31649056366596195
-0.7324349125251273,-0.30865704389633436,0.43322004537690906,0.30865704389633436
-0.7216252620031065,-0.30101741642285545,0.4293818503746237,0.30101741642285545
-0.710912379842022,-0.29356687896392314,0.4254979263060398,0.29356687896392314
-0.7002973902181927,-0.28630074853346843,0.4215709100914965,0.28630074853346843
-0.6897813458087573,-0.2792144587572542,0.41760345733403337,0.2792144587572542
-0.6793652163309918,-0.2723035639495952,0.41359821479720643,0.2723035639495952
-0.6690499085848337,-0.26556372586905486,0.40955784103519227,0.26556372586905486
-0.6588362683141388,-0.2589907094120298,0.4054850013033941,0.2589907094120298
-0.6487250802066805,-0.25258038261275,0.40138235717866866,0.25258038261275
-0.6387170676778434,-0.24632871633070932,0.39725255677393,0.24632871633070932
-0.6288128811007981,-0.2402317823005746,0.3930982154552262,0.2402317823005746
-0.6190130933324971,-0.23428575602546903,0.38892189978847425,0.23428575602546903
-0.6093182178295894,-0.22848690442849368,0.3847261489775481,0.22848690442849368
-0.59972871022731,-0.22283158338955905,0.3805134709933241,0.22283158338955905
-0.5902449683394797,-0.21731623774538494,0.3762863352316499,0.21731623774538494
-0.5808673320069359,-0.21193740087084637,0.3720471658257104,0.21193740087084637
-0.5715960740361187,-0.20669169333424578,0.36779832733172446,0.20669169333424578
-0.5624313989034884,-0.20157582479827074,0.36354211545334514,0.20157582479827074
-0.5533734589529712,-0.19658658315757946,0.3592807778768673,0.19658658315757946
-0.5444223557249959,-0.19172083292767983,0.3550165117794794,0.19172083292767983
-0.5355781399564931,-0.18697551524492964,0.35075145878331526,0.18697551524492964
-0.5268408115725752,-0.18234764745072024,0.3464877006017541,0.18234764745072024
-0.5182103132540891,-0.17783432204129923,0.34222724916465597,0.17783432204129923
-0.5096865298465977,-0.17343270818160203,0.33797204037635586,0.17343270818160203
-0.5012693028719325,-0.16914004221740297,0.33372395391218634,0.16914004221740297
-0.4929584317753344,-0.1649536263995324,0.32948481207926467,0.1649536263995324
-0.4847536739254536,-0.16087082888387655,0.3252563764194102,0.16087082888387655
-0.47665474470962,-0.15688908340578128,0.3210403449352457,0.15688908340578128
-0.4686613134203759,-0.15300588824935318,0.31683834599793714,0.15300588824935318
-0.4607730019524536,-0.1492188078993601,0.3126519326368612,0.1492188078993601
-0.4529893978253328,-0.14552546470258365,0.3084826011036086,0.14552546470258365
-0.44531005554855857,-0.14192353761700294,0.3043317910509703,0.14192353761700294
