x1,x2,xdot1,xdot2
-1.2,-0.8,1.168,2.464
-1.1712788934822371,-0.740276567519094,1.1246585810628176,2.3036896828283724
-1.1435926509202017,-0.6844417407833605,1.085328945931146,2.1535659723099374
-1.1168472396927318,-0.6322493675266985,1.0494986409017684,2.0129073891389613
-1.090960670947233,-0.5834705379011681,1.0167248606513462,1.8810581871345182
-1.0658612797383433,-0.5378921514114978,0.9866238618185814,1.757420463410271
-1.0414863089488797,-0.4953152827796847,0.9588622946717424,1.6414468045961461
-1.0177808929547278,-0.45555428272896553,0.933150165957952,1.5326353330961648
-0.9946968703766405,-0.41843550485780145,0.9092345552280587,1.430524128077853
-0.9721920620248811,-0.38379639932651255,0.886894712985542,1.3346872419315392
-0.950229454782172,-0.3514847665820006,0.8659376306909343,1.2447311432053756
-0.9287765323239,-0.3213577962094566,0.8461943997933792,1.1602911006162784
-0.9078047923545118,-0.29328155452286186,0.827517158395678,1.0810288336588147
-0.8872891592180754,-0.2671302715949825,0.8097763228912594,1.0066297744295165
-0.8672076256129804,-0.24278574602346722,0.7928583998628628,0.9368009315997163
-0.8475408456889524,-0.22013693557541475,0.7766639457495067,0.8712691622175162
-0.8282717885637942,-0.19907935302798294,0.7611058849746997,0.8097791994943659
-0.8093854950723106,-0.17951472701810164,0.7461080610144625,0.7520923818162728
-0.790868767623226,-0.16135058789232257,0.7316038922122508,0.6979852203457733
-0.7727099817054965,-0.1444998497848871,0.7175353129475912,0.6472481290661596
-0.7548988719489736,-0.1288805621645177,0.7038517425797711,0.5996845084509352
-0.7374263446062184,-0.1144155158278778,0.6905092412608901,0.5551095998873291
-0.7202843487136567,-0.10103200276812886,0.6774697621959902,0.5133497313373716
-0.7034657052919343,-0.08866155111048898,0.6647004426488189,0.4742415013341051
-0.6869640095525809,-0.07723963577566437,0.6521730536879815,0.43763100180366377
-0.6707735091062098,-0.0667055059293741,0.6398634322079968,0.40337327216994334
-0.6548890073387158,-0.05700191557997176,0.6277510340872023,0.3713315983197966
-0.6393057895871996,-0.048074957904960705,0.6158185108204807,0.34137705136974905
-0.624019530921523,-0.03987386714685329,0.6040513212730749,0.3133879592766171
-0.6090262472716709,-0.03235082998552752,0.5924374209519111,0.2872494418905437
-0.594322222281967,-0.025460846591579513,0.5809669332323777,0.26285303552206446
-0.5799039661338542,-0.019161543804934296,0.5696319065287031,0.24009625357253317
-0.5657681658448062,-0.013413058951972283,0.5584260523021344,0.21888228839398222
-0.5519116466800238,-0.008177878086569022,0.5473445415223402,0.1991196356177713
-0.5383313404537389,-0.0034207239151352693,0.5363838028510491,0.18072182709910212
-0.5250242525104066,0.000891577817911853,0.5255413503463953,0.16360712379864303
-0.5119874405025336,0.004790207028802725,0.5148156268624132,0.1476982694817958
-0.4992179893623535,0.008304462527314376,0.5042058622211713,0.13292223548716578
-0.48671299593852135,0.011461861792911594,0.4937119480576239,0.11921000066344746
-0.4744695519283079,0.01428824252940711,0.4833343256330984,0.10649632836541534
-0.4624847326499467,0.01680784997822686,0.47307388342529305,0.09471957680412188
-0.45075558597014537,0.01904343061394435,0.4629318704038735,0.08382149774208475
-0.43927912561896204,0.02101630919036829,0.45290981406942415,0.07374707174199932
-0.4280523229380063,0.022746471307798836,0.44300945034024836,0.06444433208797629
-0.4170721058119007,0.024252638082773396,0.4332326648253331,0.05586420870227717
-0.4063353510213077,0.025552331364082886,0.42358142995800063,0.04796038776559983
-0.3958388880506413,0.026661951765232325,0.4140577699438661,0.04068915164543624
-0.3855794931377646,0.02759682773837016,0.40466370419487796,0.034009271840284946
-0.3755538934903465,0.028371291151361746,0.39540122555751456,0.02788185384673162
-0.3657587675627808,0.028998723691792936,0.38627226130385073,0.022270238245840714
-0.3561907445507549,0.029491613358609132,0.3772786461331992,0.017139881184954416
-0.3468464118213955,0.029861613726161015,0.36842211068986414,0.01245823258370421
-0.3377223125894438,0.030119578910076234,0.3597042484245351,0.00819465843230472
-0.32881495260447013,0.030275623629448516,0.35112651403488837,0.004320316574870933
-0.32012080453170394,0.03033916148064941,0.34269020858675114,0.000808074735116418
-0.3116363077571679,0.03031894043193724,0.33439646206805035,-0.002367567876362331
-0.3033578775618937,0.030223096479886604,0.32624624252059087,-0.0052305918324590805
-0.2952819071096348,0.030059179584327918,0.3182403411949136,-0.007803516368874039
-0.2874047700398633,0.02983418926115998,0.31037936865787974,-0.010107477417319932
-0.2797228290944399,0.029554618923147473,0.30266376672319467,-0.012162321176336609
-0.2722324374604898,0.029226475694995348,0.2950937973820225,-0.013986651386582998
-0.2649299426694362,0.0288553131504129,0.2876695466529311,-0.015597901587127358
-0.2578116941319076,0.02844626821369512,0.28039093786568,-0.01701241464869168
-0.2508740445785626,0.0280040773008351,0.2732577249696767,-0.01824548285574623
-0.24411335382149799,0.027533103595603903,0.26626949880923184,-0.01931140948281989
-0.23752599547808306,0.027037369793857756,0.2594257027316247,-0.020223580471002908
-0.23110835861525336,0.026520571246658988,0.25272562930962894,-0.020994498440216044
-0.22485685065801161,0.025986096657785243,0.24616842583150544,-0.021635831342866885
-0.21876790338688107,0.025437058324362046,0.23975311217688272,-0.022158479317349055
-0.21283797465881807,0.02487630302535017,0.23347858012183662,-0.02257260397657973
-0.20706355069986404,0.02430642772667659,0.2273435982426084,-0.022887667036292077
-0.20144115067155208,0.023729804070903335,0.2213468275126528,-0.023112485831479304
-0.19596732886017545,0.02314859184881043,0.21548682653979723,-0.023255267309265568
-0.19063867632967144,0.02256474931593293,0.20976205449256413,-0.023323635684228326
-0.1854518239262289,0.02198004944840911,0.20417088116648108,-0.023324671498279218
-0.18040344493087643,0.021396098922483904,0.198711599890402,-0.02326495607921115
-0.17549025579156532,0.020814343354703967,0.19338242759470892,-0.02315058878273452
-0.17070901855230503,0.020236078664898235,0.18818151231461766,-0.022987215920741738
-0.1660565428068697,0.019662466540451146,0.1831069443739104,-0.02278006783552044
-0.16152968653335892,0.01909454478322855,0.1781567626499218,-0.022533985787517984
